path_no,o_zone_id,d_zone_id,node_sequence,link_sequence,geometry,Path_Flows
1335,21,17,21;22;15;10;17;,65;67;43;30;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271, -96.711382 43.541280)",49.07610321044922
1336,21,17,21;20;18;16;17;,64;60;55;49;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.541280)",95.83356475830078
1337,21,17,21;22;15;19;17;,65;67;45;58;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280)",93.84358978271484
1338,21,17,21;20;19;15;10;17;,64;61;57;43;30;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.711382 43.541280)",294.0946044921875
1339,21,18,21;20;18;,64;60;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744)",30.38939094543457
1340,21,18,21;22;15;19;17;16;18;,65;67;45;58;52;50;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.694078 43.546744)",69.61061096191406
1341,21,19,21;20;19;,64;61;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.711316 43.529591)",16.96266746520996
1342,21,19,21;22;15;19;,65;67;45;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591)",383.03741455078125
1343,21,20,21;22;20;,65;68;,"LINESTRING (-96.730979 43.510485, -96.731241 43.514858, -96.711185 43.515333)",0.0
1344,21,22,21;20;22;,64;63;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.731241 43.514858)",0.0
1345,21,23,21;24;23;,66;76;,"LINESTRING (-96.730979 43.510485, -96.749200 43.503164, -96.750904 43.514858)",19.913129806518555
1346,21,23,21;20;22;23;,64;63;70;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858)",680.0868530273438
1347,21,24,21;20;22;23;24;,64;63;70;73;,"LINESTRING (-96.730979 43.510485, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164)",0.0
1348,22,1,22;15;14;11;12;3;1;,67;44;40;33;35;5;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828)",32.46023178100586
1349,22,1,22;21;24;13;12;3;1;,69;66;74;38;35;5;,"LINESTRING (-96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828)",17.426712036132812
1350,22,1,22;23;24;13;12;3;1;,70;73;74;38;35;5;,"LINESTRING (-96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828)",93.22413635253906
1351,22,1,22;21;20;18;7;8;6;2;1;,69;64;60;54;17;19;14;3;,"LINESTRING (-96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828)",256.888916015625
1352,22,2,22;20;18;7;8;6;2;,68;60;54;17;19;14;,"LINESTRING (-96.731241 43.514858, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813)",91.40126037597656
1353,22,2,22;21;24;13;12;3;1;2;,69;66;74;38;35;5;1;,"LINESTRING (-96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",72.63522338867188
1354,22,2,22;23;24;13;12;3;1;2;,70;73;74;38;35;5;1;,"LINESTRING (-96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",97.01557159423828
1355,22,2,22;21;20;18;7;8;6;2;,69;64;60;54;17;19;14;,"LINESTRING (-96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813)",74.82007598876953
1356,22,2,22;15;19;17;16;8;6;2;,67;45;58;52;47;19;14;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813)",0.0
1357,22,3,22;15;14;11;12;3;,67;44;40;33;35;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.780137 43.543941, -96.774303 43.572962)",23.97933578491211
1358,22,3,22;21;24;13;12;3;,69;66;74;38;35;,"LINESTRING (-96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962)",87.44677734375
1359,22,3,22;23;24;13;12;3;,70;73;74;38;35;,"LINESTRING (-96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962)",0.0
1360,22,4,22;15;10;11;4;,67;43;27;31;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271, -96.746841 43.544131, -96.747168 43.563654)",90.79296112060547
1361,22,4,22;15;10;9;5;4;,67;43;26;23;11;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654)",96.7309799194336
1362,22,4,22;15;14;11;4;,67;44;40;31;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.747168 43.563654)",92.06465911865234
1363,22,4,22;15;14;11;12;3;4;,67;44;40;33;35;6;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654)",5.490621089935303
1364,22,4,22;21;24;13;12;3;4;,69;66;74;38;35;6;,"LINESTRING (-96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654)",96.23445129394531
1365,22,4,22;20;19;15;10;9;5;4;,68;61;57;43;26;23;11;,"LINESTRING (-96.731241 43.514858, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654)",49.02463150024414
1366,22,4,22;23;24;13;12;3;4;,70;73;74;38;35;6;,"LINESTRING (-96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654)",0.0
1367,22,5,22;15;10;9;5;,67;43;26;23;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034)",20.678770065307617
1368,22,5,22;15;14;11;4;5;,67;44;40;31;9;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.747168 43.563654, -96.731569 43.564034)",24.527433395385742
1369,22,5,22;20;19;15;10;9;5;,68;61;57;43;26;23;,"LINESTRING (-96.731241 43.514858, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034)",42.17011260986328
1370,22,5,22;21;24;13;12;3;4;5;,69;66;74;38;35;6;9;,"LINESTRING (-96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034)",82.41329193115234
1371,22,5,22;21;20;18;7;8;6;5;,69;64;60;54;17;19;15;,"LINESTRING (-96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034)",61.66402053833008
1372,22,5,22;23;24;13;12;3;4;5;,70;73;74;38;35;6;9;,"LINESTRING (-96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034)",0.0
1373,22,6,22;15;10;9;5;6;,67;43;26;23;12;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.711644 43.587586)",69.10134887695312
1374,22,6,22;20;18;7;8;6;,68;60;54;17;19;,"LINESTRING (-96.731241 43.514858, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586)",60.34711837768555
1375,22,6,22;21;20;18;7;8;6;,69;64;60;54;17;19;,"LINESTRING (-96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586)",91.38288116455078
1376,22,6,22;15;19;17;16;8;6;,67;45;58;52;47;19;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586)",9.357124328613281
1377,22,6,22;20;19;15;10;9;5;6;,68;61;57;43;26;23;12;,"LINESTRING (-96.731241 43.514858, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.711644 43.587586)",1.6987626552581787
1378,22,6,22;23;24;13;12;3;4;5;6;,70;73;74;38;35;6;9;12;,"LINESTRING (-96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586)",0.0
1379,22,7,22;20;18;7;,68;60;54;,"LINESTRING (-96.731241 43.514858, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844)",88.34056854248047
1380,22,7,22;21;20;18;7;,69;64;60;54;,"LINESTRING (-96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844)",57.32986831665039
1381,22,7,22;15;19;17;16;18;7;,67;45;58;52;50;54;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844)",354.3295593261719
1382,22,8,22;20;18;7;8;,68;60;54;17;,"LINESTRING (-96.731241 43.514858, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324)",66.99114990234375
1383,22,8,22;21;20;18;7;8;,69;64;60;54;17;,"LINESTRING (-96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324)",22.13300323486328
1384,22,8,22;15;19;17;16;8;,67;45;58;52;47;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.711382 43.562324)",410.8758544921875
1385,22,9,22;15;10;9;,67;43;26;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596)",31.394765853881836
1386,22,9,22;15;14;11;10;9;,67;44;40;32;26;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.731438 43.545271, -96.731241 43.548596)",35.606937408447266
1387,22,9,22;20;19;15;10;9;,68;61;57;43;26;,"LINESTRING (-96.731241 43.514858, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596)",632.998291015625
1388,22,10,22;15;10;,67;43;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271)",18.179569244384766
1389,22,10,22;15;14;11;10;,67;44;40;32;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.731438 43.545271)",32.489891052246094
1390,22,10,22;20;19;15;10;,68;61;57;43;,"LINESTRING (-96.731241 43.514858, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271)",2549.33056640625
1391,22,11,22;15;10;11;,67;43;27;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271, -96.746841 43.544131)",5.6006598472595215
1392,22,11,22;15;14;11;,67;44;40;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131)",37.583946228027344
1393,22,11,22;23;14;11;,70;71;40;,"LINESTRING (-96.731241 43.514858, -96.750904 43.514858, -96.751035 43.529306, -96.746841 43.544131)",32.31406021118164
1394,22,11,22;20;19;15;10;9;5;4;11;,68;61;57;43;26;23;11;10;,"LINESTRING (-96.731241 43.514858, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.746841 43.544131)",1024.5013427734375
1395,22,12,22;15;14;11;12;,67;44;40;33;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.780137 43.543941)",28.778104782104492
1396,22,12,22;21;24;13;12;,69;66;74;38;,"LINESTRING (-96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941)",61.165321350097656
1397,22,12,22;23;24;13;12;,70;73;74;38;,"LINESTRING (-96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941)",610.0565795898438
1398,22,13,22;21;24;13;,69;66;74;,"LINESTRING (-96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707)",16.143802642822266
1399,22,13,22;23;24;13;,70;73;74;,"LINESTRING (-96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707)",41.3883171081543
1400,22,13,22;15;14;11;12;13;,67;44;40;33;37;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131, -96.780137 43.543941, -96.793377 43.490707)",1242.4678955078125
1401,22,14,22;15;14;,67;44;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306)",72.97903442382812
1402,22,14,22;23;14;,70;71;,"LINESTRING (-96.731241 43.514858, -96.750904 43.514858, -96.751035 43.529306)",1127.0211181640625
1403,22,15,22;20;19;15;,68;61;57;,"LINESTRING (-96.731241 43.514858, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401)",0.0
1404,22,16,22;20;18;16;,68;60;55;,"LINESTRING (-96.731241 43.514858, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744)",77.02528381347656
1405,22,16,22;15;19;17;16;,67;45;58;52;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744)",83.50010681152344
1406,22,16,22;21;20;18;16;,69;64;60;55;,"LINESTRING (-96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.711382 43.546744)",1039.474609375
1407,22,17,22;15;10;17;,67;43;30;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271, -96.711382 43.541280)",38.12717056274414
1408,22,17,22;15;19;17;,67;45;58;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280)",56.89308547973633
1409,22,17,22;20;19;15;10;17;,68;61;57;43;30;,"LINESTRING (-96.731241 43.514858, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.731438 43.545271, -96.711382 43.541280)",1604.979736328125
1410,22,18,22;20;18;,68;60;,"LINESTRING (-96.731241 43.514858, -96.711185 43.515333, -96.694078 43.546744)",25.795242309570312
1411,22,18,22;21;20;18;,69;64;60;,"LINESTRING (-96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744)",96.62036895751953
1412,22,18,22;15;19;17;16;18;,67;45;58;52;50;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.694078 43.546744)",177.58438110351562
1413,22,19,22;15;19;,67;45;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591)",15.262660026550293
1414,22,19,22;20;19;,68;61;,"LINESTRING (-96.731241 43.514858, -96.711185 43.515333, -96.711316 43.529591)",1184.7373046875
1415,22,20,22;21;20;,69;64;,"LINESTRING (-96.731241 43.514858, -96.730979 43.510485, -96.711185 43.515333)",38.98212814331055
1416,22,20,22;15;19;17;16;18;20;,67;45;58;52;50;56;,"LINESTRING (-96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591, -96.711382 43.541280, -96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333)",0.0
1417,22,21,22;20;21;,68;62;,"LINESTRING (-96.731241 43.514858, -96.711185 43.515333, -96.730979 43.510485)",0.0
1418,22,23,22;21;24;23;,69;66;76;,"LINESTRING (-96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164, -96.750904 43.514858)",0.0
1419,22,24,22;21;24;,69;66;,"LINESTRING (-96.731241 43.514858, -96.730979 43.510485, -96.749200 43.503164)",73.37037658691406
1420,22,24,22;23;24;,70;73;,"LINESTRING (-96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164)",1026.629638671875
1421,23,1,23;14;11;12;3;1;,71;40;33;35;5;,"LINESTRING (-96.750904 43.514858, -96.751035 43.529306, -96.746841 43.544131, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828)",26.007835388183594
1422,23,1,23;24;13;12;3;1;,73;74;38;35;5;,"LINESTRING (-96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828)",273.9921569824219
1423,23,3,23;14;11;12;3;,71;40;33;35;,"LINESTRING (-96.750904 43.514858, -96.751035 43.529306, -96.746841 43.544131, -96.780137 43.543941, -96.774303 43.572962)",70.1828842163086
1424,23,3,23;24;13;12;3;,73;74;38;35;,"LINESTRING (-96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962)",29.817115783691406
1425,23,4,23;14;11;4;,71;40;31;,"LINESTRING (-96.750904 43.514858, -96.751035 43.529306, -96.746841 43.544131, -96.747168 43.563654)",55.957542419433594
1426,23,4,23;14;11;12;3;4;,71;40;33;35;6;,"LINESTRING (-96.750904 43.514858, -96.751035 43.529306, -96.746841 43.544131, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654)",40.13457489013672
1427,23,4,23;24;13;12;3;4;,73;74;38;35;6;,"LINESTRING (-96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654)",403.90789794921875
1428,23,5,23;14;11;4;5;,71;40;31;9;,"LINESTRING (-96.750904 43.514858, -96.751035 43.529306, -96.746841 43.544131, -96.747168 43.563654, -96.731569 43.564034)",56.33039093017578
1429,23,5,23;14;11;12;3;4;5;,71;40;33;35;6;9;,"LINESTRING (-96.750904 43.514858, -96.751035 43.529306, -96.746841 43.544131, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034)",99.4164810180664
1430,23,5,23;24;13;12;3;4;5;,73;74;38;35;6;9;,"LINESTRING (-96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034)",0.0
1431,23,6,23;14;11;4;5;6;,71;40;31;9;12;,"LINESTRING (-96.750904 43.514858, -96.751035 43.529306, -96.746841 43.544131, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586)",77.517578125
1432,23,6,23;14;11;12;3;1;2;6;,71;40;33;35;5;1;4;,"LINESTRING (-96.750904 43.514858, -96.751035 43.529306, -96.746841 43.544131, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586)",21.45469856262207
1433,23,6,23;24;13;12;3;1;2;6;,73;74;38;35;5;1;4;,"LINESTRING (-96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586)",19.197763442993164
1434,23,6,23;24;13;12;3;4;5;6;,73;74;38;35;6;9;12;,"LINESTRING (-96.750904 43.514858, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586)",3.1623752117156982
1435,23,6,23;24;21;20;18;7;8;6;,73;75;64;60;54;17;19;,"LINESTRING (-96.750904 43.514858, -96.749200 43.503164, -96.730979 43.510485, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586)",0.0
1436,23,7,23;22;20;18;7;,72;68;60;54;,"LINESTRING (-96.750904 43.514858, -96.731241 43.514858, -96.711185 43.515333, -96.694078 43.546744, -96.693423 43.563844)",64.38592529296875
